RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
9845009449Y06J86T185,Sree Ganesh Constructions,"15, 231","nan, 15-231, Valayananda Puram, Gudur",Sri Potti Sriramulu Nellore,IN-AP,524101,IN
984500BAD4EADF3F3692,SMK EDUCATIONAL TRUST,"15, 132","nan, 15/132, Pitarkadu, Pillanallur Post, Rasipuram",Namakkal,IN-TN,637403,IN
335800QNA6FNIB7A7223,INTEGRAL ENTERPRISES,153,"nan, JAIPUR HOUSE",AGRA,IN-UP,282010,IN
894500ATPB4CR5PKL291,KUMARAN READYMIX CONCRETE,153,"nan, /A EARIPATTI POLLACHI",POLLACHI,,642205,IN
8945003PC5V2V5AK5259,SAGE ASSOCIATES,"154, 4th, 5, Room No 402, 503","nan, 154 , lenin sarani , 4th & 5 Th floor , Room No 402 B & 503",kolkata,,700013,IN
6488B85C25H7OD8NK133,PASHUPATI NATH RESORTS PRIVATE LIMITED,"1554 1557, 18, 1553, 1541, 1, 1554, 1557","18/5, Chinar Drive, 1554 1557, Chhatarpur Farms, DLF Farms, 18, (Khasra-1553, 1541/1, 1554, 1557), DLF Chattarpur Farms, Chattarpur, Delhi",NEW DELHI,,110074,IN
335800BTP7QSIVWS3L32,REGENT CREATION PRIVATE LIMITED,"156A, 3","Ettayapuram Road, 156A/3, KOVILPATTI TO MAIN, KOVILPATTI",TUTICORIN,IN-TN,628502,IN
98450043J43Q78DA6309,ALMS FARMS PRIVATE LIMITED,158,"nan, GADDA PADA, NEAR MARKAJ MASJID, HAPUR",Ghaziabad,IN-UP,245101,IN
335800USYQYLBINGTW31,MYVISION MEDICAL PRIVATE LIMITED,"159, 159, 4A","nan, 159, PLOT NO. 159, GIDC ROAD NO. 4A, KATHWADA",AHMEDABAD,IN-GJ,382430,IN
984500E367003B9BF445,BLUE STAR CRUSHERS PRIVATE LIMITED,"159, 1","nan, 159/1 KOTARAVILA, CHERIAKONNI",THIRUVANANTHAPURAM,IN-KL,695013,IN
894500449U4JSCAULY19,KALPAKA PACKAGING PRIVATE LIMITED,"16 17, 9, 10, 11, 16, 17","18, Kalpaka Gopalan Street, 16 17, Rajiv Nagar, Ambattur Industrial Estate, No.9, 10, 11 &16, 17, Natesan Nagar, Athipattu, Ambattur",Chennai,,600058,IN
984500T50A649CD58A48,SRI PADMAVATHI EDUCATIONAL SOCIETY,"16, 16 151, 1","nan, 16, Balaji Nagar, 16 151/1, GREEN RICH AVENUE COLONY, BADANGPET, HYDERABAD",RANGAREDDY,IN-TS,501359,IN
335800HEHC8L2N6U9E21,SG HEALTHCARE PRIVATE LIMITED,16,"nan, SOPAN KESAR INDUSTRIAL HUB VILLAGE - MORAIYA, TA. SANAND, DIST. AHM, EDABAD, AHMEDABAD, MORAIYA",AHMEDABAD,IN-GJ,382213,IN
9845002D47766A5E8436,GANGA DEVELOPMENT PVT LTD,"16, 1417, 14TH","nan, 16, STRAND ROAD, SUITE- 1417, 14TH FLOOR, Reserve Bank Building",Kolkata,IN-WB,700001,IN
6488TX43AI78JNX62637,DAGAR CONSTRUCTION COMPANY,16,"nan, VILLAGE-LAXMINARAYANPURA, RAMPURA UNTI, Jaipur",Sanganer,,303007,IN
9845000A0AB467DEDE47,SHREE ANJANEYA SWAMI SPIRITUAL TRUST,"16, 3","nan, 16-3, ""Sri Brindavan'"", Behind Canara Bank, Thiruvattar",Kanyakumari,IN-TN,629177,IN
98450057FE76E46AED93,SREEJA DIAGNOSTICS PRIVATE LIMITED,"16, 4C, 3, 113, 2nd","Muthukur Road, 16-4C-3-113, 2nd Floor, Ramalayam Street, Dhanalakshmipuram",Nellore,IN-AP,524002,IN
335800EYIKCCNVWACA32,AUTO LINKS,"160, 2","nan, 160/2, DELHI ROAD, SOHNA",GURUGRAM,IN-HR,122103,IN
984500FQ7E456M73AC49,SUPREME STAINLESS SOLUTIONS,"17, 6","nan, K.M. STONE DELHI ROAD",Hisar,IN-HR,125005,IN
984500689BB139999421,JAYACHANDRA TEXTILES,17,"nan, SIKKANTHAR BASHA STREET, TIRUPPUR",Udumalpet,IN-TN,642154,IN
335800CH79KGKRV4PB53,BALAJI PARBOILED MODERN RICE MILL,"17, 229","17, Miryalaguda - Kodad Road, 17-229, HUZURNAGAR, SURYAPET",SURYAPET,IN-TS,508204,IN
335800VPO15UGQJVEB50,ASHIYANA INSTITUTE OF MEDICAL SCIENCE LLP,17,"nan, -C, OLD FATEHPURA, UDAIPUR CITY, UDAIPUR, GIRWA, RAJASTHAN, INDIA",UDAIPUR,IN-RJ,313001,IN
64888QHC50HV67MN8004,DHARA SREE GINNING AND PRESSING FACTORY,"17, 3, 6A, 180","nan, 17/3/6A, 180/D, BASAPURAM RAOD, Kurnool",ADONI,,518301,IN
335800722CGYOE4D2R92,ZENEX VISION ACADEMY EDUCATIONAL SOCIETY,"17, 45","nan, 17/45, THIPPARAJUVARI STREET, OPP. VENKATARAMANA VILAS",NELLORE,IN-AP,524003,IN
3358004DEKDRH4HXYE32,SILVER STONE PARK RESORT,"171, 2C","nan, 171/2C, MUPPANPATTI VILLAGE, BYEPASS ROAD, KOVILPATTI",THOOTHUKUDI,IN-TN,628502,IN
335800JCERZ8DPYQK491,ANTARRASHTRIYA MANAV ADHIKAR KALYAN TRUST,178,"Lal Fatak Road, SADBHAWNA COLONY, KANDHARPUR, BAREILLY",BAREILLY,IN-UP,243001,IN
984500C9A01A1KA86F35,V B GEMS,1782,"Amer Road, Near Govind Nagar East, OutSide Jorwer Singh Gate",Jaipur,IN-RJ,302002,IN
335800ISBF88IGWEZH59,RAJASHA HOTELS AND RESORTS PRIVATE LIMITED,1797,"nan, SHRI SELAM B-BLOCK, RESTORANT KE",UDAIPUR,IN-RJ,313001,IN
335800GAPTIGLGIKIO92,SHREE HARI ENGINEERING,"17TH, BLOCK B 1701","nan, 17TH FLOOR, BLOCK B 1701, WESTGATE, NEAR YMCA CLUB, S.G. ROAD",AHMEDABAD,IN-GJ,380015,IN
6488IO7RSI2382HO5372,RIGO INTERNATIONAL,"18 12, Sector 37, 18 12A 13, 3","13, Sarai Khawaja Road, 18 12a, Anangpur Dairy, Sector 37, Ground and First floor, Plot No. 18 12A 13/3, hemla compound, Near Nhpc Chowk, Haryana",Faridabad,,121003,IN
9845009E40A94A7E4378,KONASEEMA DEVELOPMENT TRUST,"18, 149, 1","nan, 18-149/1 Srinivasapeta",Kothapeta,IN-AP,533223,IN
98450062DA7584D1EB48,SRK AQUA TRADERS,"18, 9, 66, 1","Main Road, 18-9-66, Near Bhimeswara Swamy Temple, Narasapuram, 1, Gunupudi West Godavari",Bhimavaram,IN-AP,534201,IN
98450040NS043FDAD774,ASHIRWAD CHARITABLE TRUST,"180, 156","nan, 180/156, Sayyed Mohalla, Chakrata Road",Dehradun,IN-UK,248001,IN
894500512I32RDL4ZA63,GODGIFT ENTERTAINMENT PRIVATE LIMITED,"184, BLDG 59, 184, BLDG 59","2, JP Road, 184,BLDG 59, Machlimar, Versova, Andheri West, 184, BLDG 59, ARAM NAGAR, J.P.ROAD",MUMBAI,,400061,IN
335800OVDEVKIB3AKG43,RA MOTELS,"188, NH 1","nan, 188 KM STONE, NH 1 DELHI AMBALA ROAD, SAMALKHI, SHAHBAD",KURUKSHETRA,IN-HR,136135,IN
89450075AAW3R5XDVA52,STERLING ENTERPRISES,189,"nan, TAKAI DOSHI DHEKU VILLAGE KHOPOLI",RAIGAD,,410203,IN
984500726FO8C7CC1867,SHREEJI FERROALLOYS PRIVATE LIMITED,"189, 6, 2","nan, 189/A/6/2, NATRAJ ESTATE, VILLAGE: VASNA - IYAVA, SANAND VIRAMGAM ROAD, TAL- SANAND",AHMEDABAD,IN-GJ,382170,IN
8945003NN6TMUCNVXY88,3 Angels,"19, 7, 6, 19, Knowledge Park 3","nan, 19, Knowledge Park II, First Floor, Cabin No-7, 6 seats, Plot No-19, IIMTLBF Building, Knowledge Park 3, Greater Noida",Gautam Budhha Nagar,,201310,IN
894500471M0DA08ODY49,EVIRIS HEALTH SERVICES PRIVATE LIMITED,"19, 77","nan, 19-77, Deenad Dayalapuram, Mudasarlova Road, Chinagadhili, Visakhapatnam (Urban)",Vishakhapatnam,,530040,IN
6488V716G7VOM3CS2954,SHEL BUILDING DREAMS PRIVATE LIMITED,"19, 13ELGIN","nan, 19-B/13ELGIN ROAD ALLAHABAD, UTTAR PRADESH, India",ALLAHABAD,,211001,IN
64889S91122DJ8WGOK80,MARUTI PACKERS,190,"nan, LUNA",VADODARA,,391440,IN
335800Z3OOA229YK3K50,SWASTIK MERCHANDISE PRIVATE LIMITED,"191, BLOCK T2, HOUSE NO 191, BLOCK T2, PHASE 1","Mangolpuri Road, 191, BLOCK T2, PHASE, Mangolpur Khurd, HOUSE NO 191, BLOCK T2, PHASE 1, INDUSTRIAL AREA, NORTH WEST DELHI",DELHI,IN-DL,110083,IN
335800AD5TIQDI1QBB44,GRMOHITE ENERCON PRIVATE LIMITED,1931,"nan, GURUWAR PETHA, TASGAON SANGLI, GURUWAR PETH",SANGLI,IN-MH,416312,IN
984500947VA464D2EF23,MITRA HELPING HANDS,"198, 198, 2","nan, 198, BLOCK. NO. 198, FLAT. NO. 2, KURMAGUDA, BALAPUR, NADARGUL, RANGA REDDY",Hyderabad,IN-TS,501510,IN
3358003AXD928K78EK65,SRI GANAPATHY MART,"1B1, 145","nan, 1B1, S.F.NO.145, BLOCK - B, NPS NAGAR, NEELAMBUR, COIMBATORE, TAMIL NADU",COIMBATORE,IN-TN,641062,IN
335800EE4EHLMNGONV51,JAGRITI SUPPLIERS PRIVATE LIMITED,"1ST, 667, 6","nan, 1ST FLOOR ABOVE RAJESH STEEL & WIRE INDUSTRIES, PLOT NO.667/C WARD NO.6 GHAT ROAD",NAGPUR,IN-MH,440018,IN
8945004UALXAO72G6U95,SHAKTI CONSTRUCTION,1ST,"nan, FLOOR SAPPHIRE SQUARE",SILIGURI,,734001,IN
3358002AGJ5Y41L2SH05,KOLTE PATIL ENTERPRISES,1ST FLOOR SHOP NO 46 TYPE 4,"nan, VV MARKET",JALGAON,IN-MH,425001,IN
8945003AK15DKXM5BQ57,PATEL DEVELOPERS,"1ST, 103, 21, 6","nan, 1ST FLOOR, 103, CENTER POINT BUILDING, PLOT NO.21, SECTORE - 6",Thane,,400706,IN
6488QGV03WX357R3Q509,PRABHAVIK INTERNATIONAL,"1ST, 333","nan, 1ST FLOOR, 333, GREEN MARKET, SHEIKH MEMON STREET, Maharashtra",MUMBAI,,400002,IN
335800OXB91QG5W7LM62,GURSAN TRUCKING,"1ST, 5, 80, 4","nan, 1ST FLOOR, BLOCK NO A/5, KHASRA NO, 80/4, AT-VG-KAPSI BU, JABALPUR BYPASS, THA KAMPTEE, TRANSPORT NAGAR, BHANDARA ROAD, NAGPUR",NAGPUR,IN-MH,441104,IN
894500AR32SAWH3MGM17,ONE EYE DISTRIBUTOR PRIVATE LIMITED,1ST,"132, Rangaswamy Temple Street, FLOOR, Balepete, Chickpet, #, CHICKPETE, NEAR TO JAIN DIGAMBAR DHARMSA LA",Bangalore,,560053,IN
984500CCBF6FR2CB2A72,NEERU JEWELS,"1ST, Block 35, 2837, 17","2837, Ajmal Khan Road, 1ST FLOOR, Block 35M, Beadonpura, Karol Bagh, 2837/17",New Delhi,IN-DL,110005,IN
3358007893R3UARR1W95,DANGAT MEDIA PRIVATE LIMITED,"1ST, DANGAT SADAN 1","63, Modi Street, 1ST FLOOR, Borabazar Precinct, Ballard Estate, Fort, DANGAT SADAN 1ST FLOOR",MUMBAI,IN-MH,400001,IN
984500KBF5D6O9BF8575,AIRCON COOLING SOLUTIONS PRIVATE LIMITED,"1ST, 2C","4/2, Panditiya Road, 1ST FLOOR, Dover Terrace, Ballygunge, 2C, PANDITYA, POLICE STATION- GARIAHAT",KOLKATA,IN-WB,700029,IN
3358002Y4B5UZTEK3H63,WYN RENEWABLES PROJECT 4 PRIVATE LIMITED,1ST,"nan, FLOOR, EASTERN WING, THAPAR HOUSE, CENTRAL DELHI",DELHI,IN-DL,110001,IN
335800IO7KHAEOHLYG26,ALKALOIDS BIOACTIVES PRIVATE LIMITED,"1ST, STREET1ST","8, Bentinck Street, 1ST FLOOR, Esplanade, Lal Bazar, STREET1ST FLOOR",KOLKATA,IN-WB,700001,IN
335800G6HU57ZYX56Z86,D.C.N MARINE PRODUCTS PRIVATE LIMITED,"1ST, 20","12A, Netaji Subhas Road, 1ST FLOOR, Fairley Place, B.B.D. Bagh, N S, ROOM NO. 20",KOLKATA,IN-WB,700001,IN
984500DD37157R83A787,COMTECH,"1ST, 15, 11","1/15, Kadambadi Amman Koil Street, 1ST FLOOR, Karpaga Vinayagar Colony, Valasaravakkam, 15/11",CHENNAI,IN-TN,600087,IN
33580031RJM1I79ZL960,SAB CHEMICALS,1ST,"nan, FLOOR, M GALLERIA, VYAPAR VIHAR ROAD, NEAR INCOME TAX COMMISSIONER OFFICE",BILASPUR,IN-CG,495001,IN
335800IIERBXI2HRPN47,SECURE24 GUARDING SERVICES,"1ST, OFFICE NO 03","Ghodbunder Road, 1ST FLOOR, OFFICE NO 03, HORIZON FLORA BHAYENDERPADA, G.B.",THANE,IN-MH,400615,IN
8945007RM1IFBGRVQU31,RONAL AGENCIES,"1ST, 01, 234, 30","nan, 1ST FLOOR, PLOT NO - 01, ASHOK NAGAR, KHATA NO - 234/30, ASHOK NAGAR, ASHOK NAGAR",BHUBANESWAR,,751009,IN
984500BA7B9D3D37EB58,NUEVE HEALTHCARE,"1ST, 25","nan, 1ST FLOOR, PLOT NO. 25, IT PARK, SAHASTRDHARA ROAD",Dehradun,IN-UK,248001,IN
984500B3O78BD782BU42,MUNNALAL MAHESHLAL ARYA JEWELLERS PRIVATE LIMITED,"1ST, 1","nan, 1ST FLOOR, SARJANA BUILDING, 1, MAIN ROAD",RANCHI,IN-JH,834001,IN
3358008SO72V3J8FCK58,KPR TRANSPORTS,1ST,"nan, FLOOR, SRI AMMAN COMPLEX,, CHEMICAL NAGAR, SANKARI, FEDERAL BANK BACK SIDE",SALEM,IN-TN,637301,IN
335800JBUJC4HZKWZ726,PRASAB COMMUNICATION PRIVATE LIMITED,"1ST, 35, 1, 1ST","35, Sukanta Sarani Road, 1ST FLOOR, Saratpally, Purba Barisha, 35/1, 1ST FLOOR, THAKURPUKUR",KOLKATA,IN-WB,700063,IN
335800QJIDU7IFCBS396,SOLARCRAFT POWER INDIA 26 PRIVATE LIMITED,"1ST, TOWER C BUILDING 10","Jalan Cyber City, 1ST FLOOR, TOWER C BUILDING 10DLF PHASE-II, DLF QE",GURGAON,IN-HR,122002,IN
335800ICDBFVUG268F03,SOLARCRAFT POWER INDIA 31 PRIVATE LIMITED,"1ST, TOWER C BUILDING 10","Jalan Cyber City, 1ST FLOOR, TOWER C BUILDING 10DLF PHASE-II, DLF QE",GURGAON,IN-HR,122002,IN
3358002Y1RTGIE4QJY08,RAZAN GOLD EXPORT PRIVATE LIMITED,"1ST, 202","nan, 1ST FLOOR, XVIII/202, VINAYAKA, ATTINGAL CHIRAYINKIL ROAD, NEAR ATTINGAL PRIVATE BUS STAND, PARVATHYPURAM GRAMOM, CHIRAYINKEEZHU",THIRUVANANTHAPURAM,IN-KL,695101,IN
64882IDEB7G20K605N95,VREP CONSTRUCTION AND CONSULTANTS PRIVATE LIMITED,"1nd, 55, 4th","Coles Road, 1nd Floor, Cleveland Town, Frazer Town, NO.55, 4th FLOOR, ROYAL GLOW, FRAZER TOWN, Karnataka, India",BANGALORE,,560005,IN
335800SOJ35P1D2GAS82,VAISHNAVI DEVI 5G INFRA PRIVATE LIMITED,"1st, 350, 5, 2, 2ND, 1ST","nan, 1st Block, Jaya Nagar East, Hombegowda Nagar, NO.350/5/2, 2ND CROSS, 1ST BLOCK JAYANAGAR",BENGALURU,IN-KA,560011,IN
9845004T0D156VCC3A43,SRK JEWELS,"1st, 2","Sanand - Sarkhej Road, 1st FLOOR, BLOCK A, MAMMTA COMPLEX-2, SARKHEJ-SANAND",Ahmedabad,IN-GJ,382210,IN
984500K8820A06937C16,GO TOUR TRAVELS AND HOLIDAYS,"1st, 02","Industrial Area Road, 1st Floor, 02, V N R Bulding, Krishna Sagara Village, Yadavanahalli Gate, Hosur Main, Attibele Hobli, Anekal Tq",Bengaluru Urban,IN-KA,562107,IN
8945008HMTB67BJHBQ52,SURYA TECHNOCHEM,"1st, 522, 656","nan, 1st Floor, 522/656, Purav Ismail Khan, Kirana Mandi",Ghaziabad,,201001,IN
984500BD89D6N3881E23,SHIVOM METAL CONTROLS PRIVATE LIMITED,"1st, 12, 75","nan, 1st Floor, Block A, West Punjabi Bagh, Punjabi Bagh, 12/75, Punjabi Bagh West",Delhi,IN-DL,110026,IN
984500CU14140EI68B89,LAPTOPIA INFOTECH PRIVATE LIMITED,1st,"6, Cresent Avenue East, Floor, C.R. 'E' Mall",Kolkata,IN-WB,700072,IN
9845005974674E374C29,SHUVONEEL RAS SYSTEM PRIVATE LIMITED,"1st, 133, 4944","Magarpatta Road, 1st Floor, Hadapsar, WeWork Futura, Sr No. 133(P) CTS No. 4944, Kirtane Baugh, Hadpsar I.E.",Pune,IN-MH,411013,IN
6488KO76X9K1HI713H52,EAGLE INDUSTRIAL SERVICES PRIVATE LIMITED,"1st, Summit House 1, 64, 21","nan, 1st Floor, MIDC, Chinchwad, Summit House 1st Floor, Plot No. 64/21, D-II Block, Maharashtra",Pune,,411019,IN
984500AA5E3BB4B04E67,QSC INDIA PRIVATE LIMITED,1st,"Outer Ring Road, Floor, Opal Block, Bagmane World Technology Centre, Marathahalli, Mahadevapura, Doddenakundi Village",Bangalore,IN-KA,560048,IN
9845006976845F93DD93,LM CONSTRUCTIONS LLP,"1st, 161, 4","nan, 1st Floor, Sai Ram Nagar Colony, Plot No. 161, Lane No. 4, Sai Ram Nagr Colony, Champapet, Karmanghat",Hyderabad,IN-TS,500079,IN
9845005F9102C6978C44,DAHANUKAR ASSOCIATES,"1st, 11, 12","57, Tagore Road, 1st Floor, Santacruz (West), 11/12, Dwarka, Tagor Raod, Santacruz West",Mumbai,IN-MH,400054,IN
335800SM9QLY7E4D4V02,AGR KNOWLEDGE SERVICES PRIVATE LIMITED,"1st, UNIT 11","Road Number 8, 1st Floor, Sion East, Sion, UNIT 11, KALPATARU POINT, AMANI MARG, NEAR PVR CINEMA, MUMBAI CITY",MUMBAI,IN-MH,400022,IN
98450043A4EB5C1C4C97,SILVERBILL PROPERTIES LLP,"1st, 96, 1","nan, 1st Floor, Survey No. 96/1, Village Falandi, Umarkui Road, Dadra & Nagar Haveli",Silvassa,IN-DH,396230,IN
8945008BMMW8B1O6T279,RAPYDER CLOUD SOLUTIONS PRIVATE LIMITED,"1st, 27, 1","U-27, North Street, 1st Floor, TR Layout, Palace Guttahalli, No. 27/1, Renaissance Centra, Kalinga Rao Road, Sampangiramanagar, Bengaluru",Bengaluru,,560027,IN
9845001BAEAFA1596692,URBANE INDIA PRIVATE LIMITED,1st,"53, Anandilal P Marg, Floor, West, Jacob Circle, Dcunha House, K. K. Mahalaxmi (East)",Mumbai,IN-MH,400011,IN
335800Y2NJ84R6K6OK26,FABRIC IOT PRIVATE LIMITED,"1st, 1076, 23RD, 11TH, 1","nan, 1st Sector, HSR Layout, 1076, GROUND FLOOR & FIRST FLOOR, 23RD MAIN, 11TH CROSS, SECTOR, 1",BANGALORE,IN-KA,560102,IN
6488UL6AT94U991UP440,SHRI HARI BAGS PRIVATE LIMITED,1st,"13/7, 5th Main Road, floor, Govindaswamy Nagar, Raja Annamalai Puram, Nandanam Extension",CHENNAI,,600035,IN
8945009YLM79SX1YEU87,SUMATHI TRADERS,"1st, RAMALINGAM NAGAR 1","30, 3rd Cross Road, 1st, Ramalingam Nagar, Saibaba Colony, RAMALINGAM NAGAR 1ST LAYOUT SAIBABA COLONY",COIMBATORE,,641011,IN
98450069154NDD58AC85,POWER CONNECT (INDIA),"2, 27","nan, 2 A - 27 BLOCK - A, NIT",FARIDABAD,IN-HR,121001,IN
984500D6D56868MB7947,BITHIKA WOOD PRIVATE LIMITED,"2, 1ST, 2","nan, 2 RAM SETT ROAD, 1ST FLOOR, ROOM NO. 2",KOLKATA,IN-WB,700006,IN
335800VEDEC2FVXJFK32,VERTEX CONSTRUCTION,"2, Sector 51, SHOP NO 2, 1A","nan, 2, Block B, Sector 51, SECOND FLOOR, SHOP NO 2, BLOCK B-1A, NOIDA, GAUTAMBUDDHA NAGAR, UTTAR PRADESH",NOIDA,IN-UP,201301,IN
8945005JJNZ7D56NHY31,BLUE APPARELS,"2, F3, 34, 10, 2","34, Karungalpatty Itteri Road, 2, Gugai, F3, 34/10, Karungalpatti, thirugnanam street no-2, Salem",Salem,,636006,IN
984500FZ92FEEF087161,DAYA WORLDWIDE LIMITED,"2, 47, 20, 2, 1","New Siyaganj Market Road, 2, Indore GPO, B-47, BLOCK B-20, PODDAR PLAZA, H.T.L. UNIT NO. 2, V.I.P. ROUTE NO. 1",INDORE,IN-MP,452006,IN
98450085C0B455B87Q53,CANWORK AMENITIES PRIVATE LIMITED,"2, 2, 110","1C, Karippai Road, 2, North Kalamassery, Kalamassery, 2/110 A, Karippayi, Rajagiri",Ernakulam,IN-KL,683104,IN
64884C70Q1GLE38O0E05,KMS & CO,2,"nan, SCSR Residence, Pavalathampalayam, Kadirampatti, Tamil Nadu",Erode,,638107,IN
335800PH9ONO6MBRPV05,PERFECT MARKETING,"2, 44, 2, 1","1, VIP Road, 2, Usha Pathak, Indore GPO, A-44, PODDAR PLAZA, NEW SIYAGANJ, H.T.L. UNIT NO.-2, V.I.P. NO-1, KACHI MOHALLA, INDORE, INDORE",INDORE,IN-MP,452007,IN
8945008Z6PWOZ75PX212,THREE - S COATINGS PRIVATE LIMITED,"2, 4, 2, 4, 642, 6, 1","nan, 2,4, Market Yard, Bibwewadi, SHOP NO. 2, BUILDING NO. 4, UMASHANKAR HOUSING SOC SR. NO. 642/6/1 BIBVEWADI PUNE",PUNE,,411037,IN
8945007PRIX7NOTBW602,FAIR GREEN VENTURES LLP,"2, 1, 251, FLAT M1","nan, 2-1-251, FLAT M1, Godama Mansion",Nallakunta,,500044,IN
9845008CF5FB904B3Q95,PALURI SATYALAKSHMI GANESWARA GUPTA,"2, 1, 44","2, GNT Road, 2-1-44, Tuni",East Godavari,IN-AP,533401,IN
9845006F4BB664787126,M R RIKKAMALLE,"2, 1, 62, 1","nan, 2-1-62/1, Ashok Nagar, SLA Sub Division",Sircilla,IN-RJ,505301,IN
9845000E144Y1C4B0398,SRI MEENAA FOODS,"2, 2","nan, 2-2, Palakoderu, West Godavari",Kumudavalli,IN-AP,534210,IN
335800DFBWW11YQLHC79,PATEL PROJECTS,"2, 11, 80","Station Road, 2/11/80, PATEL BUILDING, UNJHA, MAHESANA, GUJARAT",MAHESANA,IN-GJ,384170,IN
335800PCXDJCJ3S2BS17,KIWI HOSPITALS PRIVATE LIMITED,"2, 47","247, Melur Main Road, 2/47, UTHANGUDI",MADURAI,IN-TN,625107,IN
335800WFDLOY1H8F2P48,NAVIN WOOD INDUSTRIES,"20, 13","nan, 20, WARD NO. 13, AGRASEN CHOWK, KHARORA",RAIPUR,IN-CG,493225,IN
335800LVD4I7HI499460,OM ENTERPRISES,"201, 2ND, 1","nan, 201, 2ND FLOOR, KULDEEPAK SOCIETY LIMITED, OPP. A-1 FURNITURE, THANE",THANE,IN-MH,400601,IN
9845002EI36M5E7FA295,SHASHI REALTY,"201, 37, 54, 201","54, TP Road, 201, Vrukshmani Society, Dindoli, FP-37, TP-54, R.S. No. 201, Bhestan, Majura Udhna",Surat,IN-GJ,395023,IN
335800EHK3TR7R35SF53,ANURAG GOEL HUF,203A,"Khatipura Road, PRATAP NAGAR",JAIPUR,IN-RJ,302021,IN
98450002E6456AB97C87,BIZ BASH ENTERTAINMENT PRIVATE LIMITED,"206, 108A, 1ST","B Wing, New Link Road, 206 third Floor, Veera Desai Industrial Estate, Andheri West, 108A, 1ST Floor, CRYSTAL PLAZA",MUMBAI,IN-MH,400053,IN
335800V8L3C9FX99BX54,INCREMENTA VENTURES LLP,"206, 2ND","nan, FLOOR, GRAND MALL, DLF QE",GURUGRAM,IN-HR,122002,IN
984500ABCD02C7ESTA98,ICONS,206,"New Link Road, KARTIK COMPLEX, OPP. LAXMI INDUSTRIAL EST, ANDHERI W",MUMBAI,IN-MH,400053,IN
335800RECBVWYX12GH76,WEST WIND SHIPPING AND LOGISTICS PRIVATE LIMITED,"206, Ward 12, 206, 333 WARD 12","nan, 206, Ward 12B, OFFICE NO. 206, PLOT NO. 333 WARD 12 B, GANDHIDHAM, GUJARAT",GANDHIDHAM,IN-GJ,370201,IN
8945008N6D2T6NF4VQ41,HASMUKH JEWELLERS LLP,"206, 2ND, 35","nan, 206,FLOOR-2ND,PLOT-35, CHANDRA BHAVAN , DHANJI",MUMBAI,,400003,IN
335800F93UV5LIAYDB74,RAYS PACKAGING PRODUCTS,"208, 1","nan, 208/1, JAMOUR, KHATIMA, UDHAM SINGH NAGAR",KHATIMA,IN-UK,262308,IN
335800M1HTO2SNBAW865,SIYA AGRIZONE PRIVATE LIMITED,"21, 8TH","nan, 21,, ABANINDRA NATH THAKUR SARANI (CAMAC STREET), BELL HOUSE, 8TH FLOOR",KOLKATA,IN-WB,700016,IN
984500FUD5E1CCE74718,KARNIKA INTERNATIONAL PRIVATE LIMITED,"21, 1, Ground Floor and 1","21, Topsia Road, 21/1, (South), Ground Floor and 1st Floor",Kolkata,IN-WB,700046,IN
984500FZ9DACCE5D5C07,MMP ELECTRICALS PRIVATE LIMITED,"210, 212, 345","nan, 210, 212, SHRIMOHINI, 345, KINGSWAY, Kasturchand Park",NAGPUR,IN-MH,440001,IN
335800PMZMOOEFXCFY36,SHREE BHUWAAL INDUSTRIES,"213, 3","nan, 213/3, GROWTH CENTRE, HYDERABAD ROAD",RAICHUR,IN-KA,584101,IN
335800HBL17N5CHP3M22,GRAMERCY INFO PARK PRIVATE LIMITED,"2175, 191A, 2A, 1, 2, 2175","1, 2nd Court North, 2175, S.NO. 191A/2A/1/2, CTS NO. 2175 PART, TECH PART ONE, AIRPORT ROAD",PUNE,IN-MH,411006,IN
64886B26LIE0J383UL49,LUXMI INDUSTRIES,"22, 1ST","nan, 22 STRAND ROAD, 1ST FLOOR, DALHOUSIE",KOLKATA,,700001,IN
89450063EPT8PQR2WM67,BHUSEVA FARMERS PRODUCER COMPANY LIMITED,"22, 1","nan, 22/1/K, KHANDOBACHI WADI, ANAGAR TAL MOHOL",SOLAPUR,,413213,IN
3358007NHZ6FVPBTL633,BHADU SUNPOWER PRIVATE LIMITED,"224, 225, 2","nan, 224, 225, SECTOR NO. 2, PHALODI (M) ADARSH NAGAR, PHALODI, JODHPUR, JODHPUR",JODHPUR,IN-RJ,342301,IN
6488K69A9FS7M04G1S43,AG SMART METERING PRIVATE LIMITED,"224, ROOM 102","nan, 224, A.J.C.BOSE ROAD, KRISHNA BLDGS, ROOM 102, Shakespeare Sarani, West Bengal",Kolkata,,700017,IN
8945008B608XE3OJUE80,M/S YUVRAJ PATIL AND COMPANY,229,"तळसंगी, दुधाळ वस्ती, TALASANGI MANGALWEDHA",SOLAPUR,,413319,IN
335800VQLNB8NQKN2M86,GRITTY FOODWORKS PRIVATE LIMITED,"22A, FLOOR 2","Doctor Elijah Moses Road, EVERGREEN INDUSTRIAL ESTATE, DR E ROADSHAKTI MILL LANE, JACOB CIRCLE",MUMBAI,IN-MH,400011,IN
8945001IT7TJAN04FQ05,MARVEL AGRO,23,"Surat - Bardoli Road, SWAMINARAYAN INDUSTRIAL ESTATE, TANTITHAIYA",SURAT,,394305,IN
